city,state_abbr,state,county,lat,lng,building_count,city_description,metro,updated_at
"Barstow","CA","California","San Bernardino",34.87558365,-117.08125305,1060,"Barstow Barstow is a small city in San Bernardino County with a population of 25,000. It is a major regional transportation center; with several major highways running through it, as well as two major railroads. There is also a rail classification yard in the city. Much of the city's economy depends on transportation. Barstow is the closest city to Fort Irwin Military Reservation, the national training center for the U.S. Army. Office space in Barstow : Even though Barstow is a small city, there is still a fair amount of office space available that can be found on Rofo.com. Most options are in low-rise and converted warehouse spaces and vary in size. Many smaller businesses dealing with transportation are located here. Retail space in Barstow : Great options for retailers in Barstow include fast food restaurants, gas stations and gift shops. This is because it is a small city on the route from L.A. to Las Vegas where many travelers stop. Retail spaces in Barstow can be found on Rofo.com. Industrial space in Barstow : Barstow is a great place for industrial activity related to transportation. Both large and small warehouses are available and are located among one of the many main freeways and interstates running through the small city of Barstow. Companies looking for space in Barstow also look in nearby Victorville , Hesperia and Apple Valley .","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Airway Heights","WA","Washington","Spokane",47.64285660,-117.58264923,1057,"","Spokane-Spokane Valley, WA","0000-00-00 00:00:00"
"Dearborn","MI","Michigan","Wayne",42.31101608,-83.21466064,1053,"","Detroit-Warren-Dearborn, MI","0000-00-00 00:00:00"
"Portage","MI","Michigan","Kalamazoo",42.20097733,-85.58936310,1051,"","Kalamazoo-Portage, MI","0000-00-00 00:00:00"
"La Vista","NE","Nebraska","Douglas",41.18322372,-96.03525543,1046,"","Omaha, NE-IA","0000-00-00 00:00:00"
"Ypsilanti","MI","Michigan","Washtenaw",42.24096298,-83.61898804,1044,"","Ann Arbor, MI","0000-00-00 00:00:00"
"Brandon","FL","Florida","Hillsborough",27.96712494,-82.32653046,1043,"","Tampa-St. Petersburg-Clearwater, FL","0000-00-00 00:00:00"
"East Amherst","NY","New York","Erie",43.01858902,-78.69693756,1042,"","Buffalo-Cheektowaga, NY","0000-00-00 00:00:00"
"Dunnellon","FL","Florida","Citrus",29.04951477,-82.44847107,1040,"","Homosassa Springs, FL","0000-00-00 00:00:00"
"Georgetown","TX","Texas","Williamson",30.66481972,-97.69329834,1040,"","Austin-Round Rock-San Marcos, TX","0000-00-00 00:00:00"
"Casa Grande","AZ","Arizona","Pinal",32.87959671,-111.72470856,1036,"","Phoenix-Mesa-Chandler, AZ","0000-00-00 00:00:00"
"Newberry","FL","Florida","Gilchrist",29.62471581,-82.60038757,1035,"","Gainesville, FL","0000-00-00 00:00:00"
"Columbus","IN","Indiana","Bartholomew",39.22286606,-85.91437531,1033,"","Columbus, IN","0000-00-00 00:00:00"
"Auburn","CA","California","Placer",38.89299011,-121.07641602,1032,"","Sacramento-Roseville-Folsom, CA","0000-00-00 00:00:00"
"Brighton","MI","Michigan","Livingston",42.52958679,-83.78030396,1032,"","Detroit-Warren-Dearborn, MI","0000-00-00 00:00:00"
"Lemoyne","PA","Pennsylvania","Dauphin",40.24660492,-76.89405823,1030,"","Harrisburg-Carlisle, PA","0000-00-00 00:00:00"
"Chantilly","VA","Virginia","Loudoun",38.87734222,-77.40878296,1028,"","Washington-Arlington-Alexandria, DC-VA-MD-WV","0000-00-00 00:00:00"
"Bensenville","IL","Illinois","Cook",41.95760345,-87.94929504,1026,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Benton","AR","Arkansas","Grant",34.56943130,-92.57461548,1026,"","Little Rock-North Little Rock-Conway, AR","0000-00-00 00:00:00"
"Mount Juliet","TN","Tennessee","Wilson",36.20407867,-86.51827240,1026,"","Nashville-Davidson--Murfreesboro--Franklin, TN","0000-00-00 00:00:00"
"Grovetown","GA","Georgia","Columbia",33.45069885,-82.19892883,1024,"","Augusta-Richmond County, GA-SC","0000-00-00 00:00:00"
"Nicholasville","KY","Kentucky","Fayette",37.88301849,-84.57192993,1024,"","Lexington-Fayette, KY","0000-00-00 00:00:00"
"Ridgecrest","CA","California","Kern",35.63700867,-117.66981506,1024,"Ridgecrest Adjacent to the Naval Air Weapons Station China Lake , Ridgecrest is the only incorporated city in Kern County lying along US 395. Before it was incorporated as a city in 1963, Ridgecrest was known as Crumville. The small city of 30,000 is mainly a ""company"" city and is within 2 hours of both the highest and lowest levels in the continental U.S. Office space in Ridgecrest : Ridgecrest is the business center for northeastern Kern County. Even though it is a fairly small city, office space can be found on Rofo.com in the form of low rise and converted warehouse spaces. Ridgecrest is a great place for business for it is easily accessible by Highways 395 and 14, as well as the Inyokern Airport. Retail space in Ridgecrest : The only incorporated community in the Indian Wells Valley, Ridgecrest is the area's hub for retail. Restaurants, recreational facilities and clothing stores are welcome and can find space both big and small in the area. Ridgecrest is a great location for retailers looking for a strong sense of community. Industrial space in Ridgecrest : With the Naval Air Weapons Station nearby, Ridgecrest has a fair amount of industrial space to offer for a small town. Warehouses can be found both large and small, and most are located along Highway 395, making them easily accessible. These industrial buildings would be great for distributors and manufacturers catering to the northeaster part of Kern County.","Bakersfield-Delano, CA","0000-00-00 00:00:00"
"Augusta","ME","Maine","Kennebec",44.32943726,-69.73226929,1022,"","Augusta-Waterville, ME","0000-00-00 00:00:00"
"Worcester","MA","Massachusetts","Worcester",42.27143478,-71.79882812,1022,"","Worcester, MA","0000-00-00 00:00:00"
"Champaign","IL","Illinois","Champaign",40.11280060,-88.27107239,1021,"","Champaign-Urbana, IL","0000-00-00 00:00:00"
"Newport Beach","CA","California","Orange",33.62133789,-117.93065643,1019,"Newport Beach Right on the coast just south of Huntington Beach, Newport Beach is a city in Orange County with a population of just under 90,000. It is currently one of the wealthiest communities in California. Office space in Newport Beach : There are many office options in Newport Beach, and it is an attractive location for businesses due to its location right on the beach and its mild climate. Many high and low-rise options can be found, as well as converted warehouse spaces. Retail space in Newport Beach : Surf shops, coffee shops, and casual restaurants abide in this coastal city. Other retailers will prosper as well, such as boutiques aimed at tourists, convenience stores, and small cafes. Industrial space in Newport Beach : Some industrial options can be found in Newport Beach, such as smaller warehouses and manufacturing spaces. Businesses searching for space in Newport Beach also search in nearby Huntington Beach , Costa Mesa and Irvine.","Los Angeles-Long Beach-Anaheim, CA","0000-00-00 00:00:00"
"Auburn Hills","MI","Michigan","Oakland",42.67102814,-83.24588013,1017,"","Detroit-Warren-Dearborn, MI","0000-00-00 00:00:00"
"Bartlett","IL","Illinois","Cook",41.99460602,-88.20705414,1017,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Conyers","GA","Georgia","Rockdale",33.66130447,-84.01007080,1014,"","Atlanta-Sandy Springs-Roswell, GA","0000-00-00 00:00:00"
"Wheeling","IL","Illinois","Cook",42.13078308,-87.92691040,1014,"","Chicago-Naperville-Elgin, IL-IN","0000-00-00 00:00:00"
"Cedar Rapids","IA","Iowa","Linn",41.97666168,-91.67315674,1012,"Cedar Rapids, IA, known for its strong manufacturing and tech sectors, offers affordable office space. The downtown area and the Czech Village/New Bohemia District are key locations, catering to businesses seeking a mix of historic charm and modern amenities in a supportive community environment.","Cedar Rapids, IA","2024-03-05 16:35:07"
"Murrieta","CA","California","Riverside",33.57509995,-117.20149994,1012,"","Riverside-San Bernardino-Ontario, CA","0000-00-00 00:00:00"
"Pleasanton","CA","California","Alameda",37.67171097,-121.89482117,1012,"The City of Pleasanton continues to be a good alternative for local companies. Its proximity to the East Bay and its affordable housing and educated workforce continue to drive its success. It offers a diverse mix of retail space , industrial space , flex space , and office space options throughout several parts of the city for a companies commercial real estate needs . Companies who look in this city also look in nearby cities such as Dublin , Castro Valley , and Walnut Creek. Retail space in Pleasanton : Pleasanton has three or four local regional retail centers that provide a great retail solution for local businesses and residents alike. Some options include the Stoneridge mall which features Nordstroms, Macys, and a Sears. Downtown Pleasanton boasts a plethora of shopping options and high end restaurant options for those working nearby. Exciting retail opportunities include restaurant space , and storefront space , Office space in Pleasanton : Pleasanton offers many attractive options for East Bay residents who are looking for a new site for their office or commercial space . The Hacienda Business Park is home to many successful companies and continues to drive growth for the region. Companies from Oracle to Simpson Manufacturing call Pleasanton home and shows the diversity of the business climate in Pleasanton . Pleasanton offers great access to the rest of the Bay Area and this favorable commute pattern draws a lot of companies to Pleasanton . Pleasanton can be accessed by both BART, bus, Interstate 680 and 580 and employees working in Pleasanton find it to be a very convenient location. Pleasanton offers high rise office space , low rise office space , lofts, and converted warehouse office space. Many of the office spaces in Pleasanton are ideal for companies looking for space to accommodate 25 employees or less. Warehouse space in Pleasanton : Pleasanton offers great freeway access and many companies locate their commercial real estate within Pleasanton . Pleasanton 's central location offers warehouse space near Interstate 680, & 580. Many industrial companies find it convenient to locate their business near Pleasanton as it is a major trucking route that can easily access the Central Valley as well as the Inner Bay Area. Pleasanton has storage spaces, warehouse spaces, distribution spaces, and manufacturing spaces. Pleasanton offers small warehouse spaces that are an ideal fit for young and growing companies. Quick Market Stats: There's roughly 8,500,000 square feet of office space with a rough overall vacancy rate of 14% . The average asking rates for Class A office space is $2.50 fs) and Class B office space is $2.00(fs) per square foot per month.","San Francisco-Oakland-Fremont, CA","0000-00-00 00:00:00"
